Value,Count,RED,GREEN,BLUE,CL,NVC_CLASS,SC,NVC_SUBCL,FRM,NVC_FORM,DIV,NVC_DIV,MACRO_CD,NVC_MACRO,GR,NVC_GROUP,LEVEL3,ECOLSYS_LU,NVCMES
194,4041798,0,0.38039,0.45098,1,Forest & Woodland,1.B,Temperate & Boreal Forest & Woodland,1.B.3,Temperate Flooded & Swamp Forest,1.B.3.Na,Eastern North American-Great Plains Flooded & Swamp Forest,M028,Great Plains Floodplain Forest,G147,Great Plains Cottonwood - Green Ash Floodplain Forest,9848,Western Great Plains Riparian Woodland and Shrubland,1.B.3.NaM028G147E194
195,49998,0,0.34118,0.5098,1,Forest & Woodland,1.B,Temperate & Boreal Forest & Woodland,1.B.3,Temperate Flooded & Swamp Forest,1.B.3.Na,Eastern North American-Great Plains Flooded & Swamp Forest,M029,Central Hardwoods Floodplain Forest,G673,Silver Maple - Sugarberry - Sweetgum Floodplain Forest,9802,Central Appalachian Floodplain - Forest Modifier,1.B.3.NaM029G673E195
196,144134,0,0.34118,0.5098,1,Forest & Woodland,1.B,Temperate & Boreal Forest & Woodland,1.B.3,Temperate Flooded & Swamp Forest,1.B.3.Na,Eastern North American-Great Plains Flooded & Swamp Forest,M029,Central Hardwoods Floodplain Forest,G673,Silver Maple - Sugarberry - Sweetgum Floodplain Forest,9803,Central Appalachian Riparian - Forest Modifier,1.B.3.NaM029G673E196
197,18484403,0,0.34118,0.5098,1,Forest & Woodland,1.B,Temperate & Boreal Forest & Woodland,1.B.3,Temperate Flooded & Swamp Forest,1.B.3.Na,Eastern North American-Great Plains Flooded & Swamp Forest,M029,Central Hardwoods Floodplain Forest,G673,Silver Maple - Sugarberry - Sweetgum Floodplain Forest,9818,Central Interior and Appalachian Floodplain Systems,1.B.3.NaM029G673E197
198,3012739,0,0.34118,0.5098,1,Forest & Woodland,1.B,Temperate & Boreal Forest & Woodland,1.B.3,Temperate Flooded & Swamp Forest,1.B.3.Na,Eastern North American-Great Plains Flooded & Swamp Forest,M029,Central Hardwoods Floodplain Forest,G673,Silver Maple - Sugarberry - Sweetgum Floodplain Forest,9819,Central Interior and Appalachian Riparian Systems,1.B.3.NaM029G673E198
199,18463603,0,0.34118,0.5098,1,Forest & Woodland,1.B,Temperate & Boreal Forest & Woodland,1.B.3,Temperate Flooded & Swamp Forest,1.B.3.Na,Eastern North American-Great Plains Flooded & Swamp Forest,M504,Laurentian-Acadian-Northeast Flooded & Swamp Forest,G653,Silver Maple - Green Ash - Black Ash Floodplain Forest,9820,Laurentian-Acadian Floodplain Systems,1.B.3.NaM504G653E199
200,94,0,0.34118,0.5098,2,Shrub & Herb Vegetation,2.C,Shrub & Herb Wetland,2.C.4,"Temperate to Polar Freshwater Marsh, Wet Meadow & Shrubland",2.C.4.Nd,"Eastern North American Marsh, Wet Meadow & Shrubland",M881,Eastern North American Riverscour Vegetation,G753,Central Interior-Appalachian Riverscour Barrens & Prairie,9858,Ozark-Ouachita Riparian,2.C.4.NdM881G753E200
201,431,0,0.34118,0.5098,1,Forest & Woodland,1.B,Temperate & Boreal Forest & Woodland,1.B.3,Temperate Flooded & Swamp Forest,1.B.3.Na,Eastern North American-Great Plains Flooded & Swamp Forest,M029,Central Hardwoods Floodplain Forest,G673,Silver Maple - Sugarberry - Sweetgum Floodplain Forest,9857,South-Central Interior Large Floodplain,1.B.3.NaM029G673E201
202,1203425,0,0.34118,0.5098,1,Forest & Woodland,1.B,Temperate & Boreal Forest & Woodland,1.B.3,Temperate Flooded & Swamp Forest,1.B.3.Na,Eastern North American-Great Plains Flooded & Swamp Forest,M029,Central Hardwoods Floodplain Forest,G673,Silver Maple - Sugarberry - Sweetgum Floodplain Forest,9805,South-Central Interior Large Floodplain - Forest Modifier,1.B.3.NaM029G673E202
203,3346549,0,0.34118,0.5098,1,Forest & Woodland,1.B,Temperate & Boreal Forest & Woodland,1.B.3,Temperate Flooded & Swamp Forest,1.B.3.Na,Eastern North American-Great Plains Flooded & Swamp Forest,M029,Central Hardwoods Floodplain Forest,G673,Silver Maple - Sugarberry - Sweetgum Floodplain Forest,9850,South-Central Interior Small Stream and Riparian,1.B.3.NaM029G673E203
204,16877398,0.4,0.38039,0.58824,1,Forest & Woodland,1.B,Temperate & Boreal Forest & Woodland,1.B.3,Temperate Flooded & Swamp Forest,1.B.3.Na,Eastern North American-Great Plains Flooded & Swamp Forest,M029,Central Hardwoods Floodplain Forest,G652,Silver Maple - Green Ash - Sycamore Floodplain Forest,9212,North-Central Interior and Appalachian Rich Swamp,1.B.3.NaM029G652E204
205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,41395182,0.4,0.38039,0.58824,1,Forest & Woodland,1.B,Temperate & Boreal Forest & Woodland,1.B.3,Temperate Flooded & Swamp Forest,1.B.3.Na,Eastern North American-Great Plains Flooded & Swamp Forest,M504,Laurentian-Acadian-Northeast Flooded & Swamp Forest,G046,Laurentian-Acadian-Appalachian Alkaline Swamp,9214,Laurentian-Acadian Swamp Systems,1.B.3.NaM504G046E207
208,1204496,0.4,0.38039,0.58824,1,Forest & Woodland,1.B,Temperate & Boreal Forest & Woodland,1.B.3,Temperate Flooded & Swamp Forest,1.B.3.Na,Eastern North American-Great Plains Flooded & Swamp Forest,M503,Central Hardwoods Swamp Forest,G597,Central Flatwoods & Swamp Forest,9914,North-Central Interior Wet Flatwoods,1.B.3.NaM503G597E208
209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,2869,0.4,0.38039,0.58824,1,Forest & Woodland,1.B,Temperate & Boreal Forest & Woodland,1.B.3,Temperate Flooded & Swamp Forest,1.B.3.Na,Eastern North American-Great Plains Flooded & Swamp Forest,M503,Central Hardwoods Swamp Forest,G654,South-Central Flatwoods & Pond Forest,4206,South-Central Interior / Upper Coastal Plain Wet Flatwoods,1.B.3.NaM503G654E210
211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,2480,0.4,0.38039,0.58824,1,Forest & Woodland,1.B,Temperate & Boreal Forest & Woodland,1.B.3,Temperate Flooded & Swamp Forest,1.B.3.Na,Eastern North American-Great Plains Flooded & Swamp Forest,M503,Central Hardwoods Swamp Forest,G654,South-Central Flatwoods & Pond Forest,9715,Southern Piedmont/Ridge and Valley Upland Depression Swamp,1.B.3.NaM503G654E212
213,13124457,0.20392,0.61176,0.47451,1,Forest & Woodland,1.B,Temperate & Boreal Forest & Woodland,1.B.3,Temperate Flooded & Swamp Forest,1.B.3.Nb,Southeastern North American Flooded & Swamp Forest,M031,Southern Coastal Plain Floodplain Forest,G034,Oak - Sweetgum Floodplain Forest,9801,Atlantic Coastal Plain Blackwater Stream Floodplain Forest - Forest Modifier,1.B.3.NbM031G034E213
214,25178,0.20392,0.61176,0.47451,1,Forest & Woodland,1.B,Temperate & Boreal Forest & Woodland,1.B.3,Temperate Flooded & Swamp Forest,1.B.3.Nb,Southeastern North American Flooded & Swamp Forest,M031,Southern Coastal Plain Floodplain Forest,G034,Oak - Sweetgum Floodplain Forest,9845,Atlantic Coastal Plain Brownwater Stream Floodplain Forest,1.B.3.NbM031G034E214
215,174590,0.20392,0.61176,0.47451,1,Forest & Woodland,1.B,Temperate & Boreal Forest & Woodland,1.B.3,Temperate Flooded & Swamp Forest,1.B.3.Nb,Southeastern North American Flooded & Swamp Forest,M031,Southern Coastal Plain Floodplain Forest,G033,Bald-cypress - Tupelo Floodplain Forest,9235,Atlantic Coastal Plain Northern Tidal Wooded Swamp,1.B.3.NbM031G033E215
216,14043678,0.20392,0.61176,0.47451,1,Forest & Woodland,1.B,Temperate & Boreal Forest & Woodland,1.B.3,Temperate Flooded & Swamp Forest,1.B.3.Nb,Southeastern North American Flooded & Swamp Forest,M031,Southern Coastal Plain Floodplain Forest,G034,Oak - Sweetgum Floodplain Forest,9843,Atlantic Coastal Plain Small Blackwater River Floodplain Forest,1.B.3.NbM031G034E216
217,5169575,0.20392,0.61176,0.47451,1,Forest & Woodland,1.B,Temperate & Boreal Forest & Woodland,1.B.3,Temperate Flooded & Swamp Forest,1.B.3.Nb,Southeastern North American Flooded & Swamp Forest,M031,Southern Coastal Plain Floodplain Forest,G034,Oak - Sweetgum Floodplain Forest,9842,Atlantic Coastal Plain Small Brownwater River Floodplain Forest,1.B.3.NbM031G034E217
218,341028,0.20392,0.61176,0.47451,1,Forest & Woodland,1.B,Temperate & Boreal Forest & Woodland,1.B.3,Temperate Flooded & Swamp Forest,1.B.3.Nb,Southeastern North American Flooded & Swamp Forest,M031,Southern Coastal Plain Floodplain Forest,G033,Bald-cypress - Tupelo Floodplain Forest,9218,Atlantic Coastal Plain Southern Tidal Wooded Swamp,1.B.3.NbM031G033E218
219,7870580,0.20392,0.61176,0.47451,1,Forest & Woodland,1.B,Temperate & Boreal Forest & Woodland,1.B.3,Temperate Flooded & Swamp Forest,1.B.3.Nb,Southeastern North American Flooded & Swamp Forest,M031,Southern Coastal Plain Floodplain Forest,G033,Bald-cypress - Tupelo Floodplain Forest,9804,East Gulf Coastal Plain Large River Floodplain Forest - Forest Modifier,1.B.3.NbM031G033E219
220,16359187,0.20392,0.61176,0.47451,1,Forest & Woodland,1.B,Temperate & Boreal Forest & Woodland,1.B.3,Temperate Flooded & Swamp Forest,1.B.3.Nb,Southeastern North American Flooded & Swamp Forest,M031,Southern Coastal Plain Floodplain Forest,G034,Oak - Sweetgum Floodplain Forest,9851,East Gulf Coastal Plain Small Stream and River Floodplain Forest,1.B.3.NbM031G034E220
221,210491,0.20392,0.61176,0.47451,1,Forest & Woodland,1.B,Temperate & Boreal Forest & Woodland,1.B.3,Temperate Flooded & Swamp Forest,1.B.3.Nb,Southeastern North American Flooded & Swamp Forest,M031,Southern Coastal Plain Floodplain Forest,G033,Bald-cypress - Tupelo Floodplain Forest,9210,East Gulf Coastal Plain Tidal Wooded Swamp,1.B.3.NbM031G033E221
222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,8509,0.20392,0.61176,0.47451,1,Forest & Woodland,1.B,Temperate & Boreal Forest & Woodland,1.B.3,Temperate Flooded & Swamp Forest,1.B.3.Nb,Southeastern North American Flooded & Swamp Forest,M154,Southern Great Plains Floodplain Forest & Woodland,G784,Southeastern Great Plains Floodplain Forest,4141,Southeastern Great Plains Riparian Forest,1.B.3.NbM154G784E223
224,8489903,0.20392,0.61176,0.47451,1,Forest & Woodland,1.B,Temperate & Boreal Forest & Woodland,1.B.3,Temperate Flooded & Swamp Forest,1.B.3.Nb,Southeastern North American Flooded & Swamp Forest,M154,Southern Great Plains Floodplain Forest & Woodland,G784,Southeastern Great Plains Floodplain Forest,9817,Southeastern Great Plains Floodplain Forest,1.B.3.NbM154G784E224
225,535429,0.20392,0.61176,0.47451,1,Forest & Woodland,1.B,Temperate & Boreal Forest & Woodland,1.B.3,Temperate Flooded & Swamp Forest,1.B.3.Nb,Southeastern North American Flooded & Swamp Forest,M031,Southern Coastal Plain Floodplain Forest,G033,Bald-cypress - Tupelo Floodplain Forest,9717,Mississippi River Bottomland Depression,1.B.3.NbM031G033E225
226,14600328,0.20392,0.61176,0.47451,1,Forest & Woodland,1.B,Temperate & Boreal Forest & Woodland,1.B.3,Temperate Flooded & Swamp Forest,1.B.3.Nb,Southeastern North American Flooded & Swamp Forest,M031,Southern Coastal Plain Floodplain Forest,G034,Oak - Sweetgum Floodplain Forest,9854,Mississippi River Floodplain and Riparian Forest,1.B.3.NbM031G034E226
227,6129816,0.20392,0.61176,0.47451,1,Forest & Woodland,1.B,Temperate & Boreal Forest & Woodland,1.B.3,Temperate Flooded & Swamp Forest,1.B.3.Nb,Southeastern North American Flooded & Swamp Forest,M031,Southern Coastal Plain Floodplain Forest,G034,Oak - Sweetgum Floodplain Forest,9836,Mississippi River Low Floodplain (Bottomland) Forest,1.B.3.NbM031G034E227
228,681252,0.20392,0.61176,0.47451,1,Forest & Woodland,1.B,Temperate & Boreal Forest & Woodland,1.B.3,Temperate Flooded & Swamp Forest,1.B.3.Nb,Southeastern North American Flooded & Swamp Forest,M031,Southern Coastal Plain Floodplain Forest,G034,Oak - Sweetgum Floodplain Forest,9827,Mississippi River Riparian Forest,1.B.3.NbM031G034E228
229,750283,0.20392,0.61176,0.47451,1,Forest & Woodland,1.B,Temperate & Boreal Forest & Woodland,1.B.3,Temperate Flooded & Swamp Forest,1.B.3.Nb,Southeastern North American Flooded & Swamp Forest,M031,Southern Coastal Plain Floodplain Forest,G033,Bald-cypress - Tupelo Floodplain Forest,9844,Red River Large Floodplain Forest,1.B.3.NbM031G033E229
230,15615741,0.20392,0.61176,0.47451,1,Forest & Woodland,1.B,Temperate & Boreal Forest & Woodland,1.B.3,Temperate Flooded & Swamp Forest,1.B.3.Nb,Southeastern North American Flooded & Swamp Forest,M031,Southern Coastal Plain Floodplain Forest,G033,Bald-cypress - Tupelo Floodplain Forest,9852,Southern Coastal Plain Blackwater River Floodplain Forest,1.B.3.NbM031G033E230
231,247277,0.20392,0.61176,0.47451,1,Forest & Woodland,1.B,Temperate & Boreal Forest & Woodland,1.B.3,Temperate Flooded & Swamp Forest,1.B.3.Nb,Southeastern North American Flooded & Swamp Forest,M031,Southern Coastal Plain Floodplain Forest,G033,Bald-cypress - Tupelo Floodplain Forest,9806,Southern Piedmont Large Floodplain Forest - Forest Modifier,1.B.3.NbM031G033E231
232,5541127,0.20392,0.61176,0.47451,1,Forest & Woodland,1.B,Temperate & Boreal Forest & Woodland,1.B.3,Temperate Flooded & Swamp Forest,1.B.3.Nb,Southeastern North American Flooded & Swamp Forest,M031,Southern Coastal Plain Floodplain Forest,G034,Oak - Sweetgum Floodplain Forest,9841,Southern Piedmont Small Floodplain and Riparian Forest,1.B.3.NbM031G034E232
233,5445885,0.20392,0.61176,0.47451,1,Forest & Woodland,1.B,Temperate & Boreal Forest & Woodland,1.B.3,Temperate Flooded & Swamp Forest,1.B.3.Nb,Southeastern North American Flooded & Swamp Forest,M031,Southern Coastal Plain Floodplain Forest,G033,Bald-cypress - Tupelo Floodplain Forest,9840,West Gulf Coastal Plain Large River Floodplain Forest,1.B.3.NbM031G033E233
234,35011,0.20392,0.61176,0.47451,1,Forest & Woodland,1.B,Temperate & Boreal Forest & Woodland,1.B.3,Temperate Flooded & Swamp Forest,1.B.3.Nb,Southeastern North American Flooded & Swamp Forest,M031,Southern Coastal Plain Floodplain Forest,G033,Bald-cypress - Tupelo Floodplain Forest,9237,West Gulf Coastal Plain Near-Coast Large River Swamp,1.B.3.NbM031G033E234
235,19208423,0.20392,0.61176,0.47451,1,Forest & Woodland,1.B,Temperate & Boreal Forest & Woodland,1.B.3,Temperate Flooded & Swamp Forest,1.B.3.Nb,Southeastern North American Flooded & Swamp Forest,M031,Southern Coastal Plain Floodplain Forest,G034,Oak - Sweetgum Floodplain Forest,9839,West Gulf Coastal Plain Small Stream and River Forest,1.B.3.NbM031G034E235
236,277243,0.20392,0.61176,0.63922,1,Forest & Woodland,1.B,Temperate & Boreal Forest & Woodland,1.B.3,Temperate Flooded & Swamp Forest,1.B.3.Nb,Southeastern North American Flooded & Swamp Forest,M032,Southern Coastal Plain Evergreen Hardwood-Conifer Swamp,G037,Coastal Plain Mixed Evergreen Swamp,9211,Atlantic Coastal Plain Streamhead Seepage Swamp -  Pocosin -  and Baygall,1.B.3.NbM032G037E236
237,10249248,0.20392,0.61176,0.63922,1,Forest & Woodland,1.B,Temperate & Boreal Forest & Woodland,1.B.3,Temperate Flooded & Swamp Forest,1.B.3.Nb,Southeastern North American Flooded & Swamp Forest,M032,Southern Coastal Plain Evergreen Hardwood-Conifer Swamp,G037,Coastal Plain Mixed Evergreen Swamp,9213,Gulf and Atlantic Coastal Plain Swamp Systems,1.B.3.NbM032G037E237
238,8209026,0.20392,0.61176,0.63922,1,Forest & Woodland,1.B,Temperate & Boreal Forest & Woodland,1.B.3,Temperate Flooded & Swamp Forest,1.B.3.Nb,Southeastern North American Flooded & Swamp Forest,M032,Southern Coastal Plain Evergreen Hardwood-Conifer Swamp,G037,Coastal Plain Mixed Evergreen Swamp,9838,Southern Coastal Plain Hydric Hammock,1.B.3.NbM032G037E238
239,563795,0.20392,0.61176,0.63922,1,Forest & Woodland,1.B,Temperate & Boreal Forest & Woodland,1.B.3,Temperate Flooded & Swamp Forest,1.B.3.Nb,Southeastern North American Flooded & Swamp Forest,M032,Southern Coastal Plain Evergreen Hardwood-Conifer Swamp,G037,Coastal Plain Mixed Evergreen Swamp,9208,Southern Coastal Plain Seepage Swamp and Baygall,1.B.3.NbM032G037E239
240,18710,0.20392,0.61176,0.63922,1,Forest & Woodland,1.B,Temperate & Boreal Forest & Woodland,1.B.3,Temperate Flooded & Swamp Forest,1.B.3.Nb,Southeastern North American Flooded & Swamp Forest,M032,Southern Coastal Plain Evergreen Hardwood-Conifer Swamp,G037,Coastal Plain Mixed Evergreen Swamp,9209,West Gulf Coastal Plain Seepage Swamp and Baygall,1.B.3.NbM032G037E240
241,4995651,0,0.43922,0.61176,1,Forest & Woodland,1.B,Temperate & Boreal Forest & Woodland,1.B.3,Temperate Flooded & Swamp Forest,1.B.3.Nb,Southeastern North American Flooded & Swamp Forest,M033,Southern Coastal Plain Basin Swamp & Flatwoods,G038,Coastal Plain Hardwood Basin Swamp,9301,Atlantic Coastal Plain Nonriverine Swamp and Wet Hardwood Forest  - Taxodium/Nyssa Modifier,1.B.3.NbM033G038E241
242,2634341,0,0.43922,0.61176,1,Forest & Woodland,1.B,Temperate & Boreal Forest & Woodland,1.B.3,Temperate Flooded & Swamp Forest,1.B.3.Nb,Southeastern North American Flooded & Swamp Forest,M033,Southern Coastal Plain Basin Swamp & Flatwoods,G038,Coastal Plain Hardwood Basin Swamp,9302,Atlantic Coastal Plain Nonriverine Swamp and Wet Hardwood Forest - Oak Dominated Modifier,1.B.3.NbM033G038E242
243,25658,0,0.43922,0.61176,1,Forest & Woodland,1.B,Temperate & Boreal Forest & Woodland,1.B.3,Temperate Flooded & Swamp Forest,1.B.3.Nb,Southeastern North American Flooded & Swamp Forest,M033,Southern Coastal Plain Basin Swamp & Flatwoods,G130,Hardwood Loblolly Pine Nonriverine Wet Flatwoods,9911,East Gulf Coastal Plain Southern Loblolly-Hardwood Flatwoods,1.B.3.NbM033G130E243
244,381995,0,0.43922,0.61176,1,Forest & Woodland,1.B,Temperate & Boreal Forest & Woodland,1.B.3,Temperate Flooded & Swamp Forest,1.B.3.Nb,Southeastern North American Flooded & Swamp Forest,M031,Southern Coastal Plain Floodplain Forest,G033,Bald-cypress - Tupelo Floodplain Forest,9701,Lower Mississippi River Bottomland Depressions - Forest Modifier,1.B.3.NbM031G033E244
245,701509,0,0.43922,0.61176,1,Forest & Woodland,1.B,Temperate & Boreal Forest & Woodland,1.B.3,Temperate Flooded & Swamp Forest,1.B.3.Nb,Southeastern North American Flooded & Swamp Forest,M033,Southern Coastal Plain Basin Swamp & Flatwoods,G130,Hardwood Loblolly Pine Nonriverine Wet Flatwoods,9915,Lower Mississippi River Flatwoods,1.B.3.NbM033G130E245
246,4324569,0,0.43922,0.61176,1,Forest & Woodland,1.B,Temperate & Boreal Forest & Woodland,1.B.3,Temperate Flooded & Swamp Forest,1.B.3.Na,Eastern North American-Great Plains Flooded & Swamp Forest,M504,Laurentian-Acadian-Northeast Flooded & Swamp Forest,G039,Northern Atlantic Coastal Hardwood & - Conifer Swamp,9240,Northern Atlantic Coastal Plain Basin Swamp and Wet Hardwood Forest,1.B.3.NaM504G039E246
247,3708435,0,0.43922,0.61176,1,Forest & Woodland,1.B,Temperate & Boreal Forest & Woodland,1.B.3,Temperate Flooded & Swamp Forest,1.B.3.Nb,Southeastern North American Flooded & Swamp Forest,M033,Southern Coastal Plain Basin Swamp & Flatwoods,G038,Coastal Plain Hardwood Basin Swamp,9239,Southern Coastal Plain Nonriverine Basin Swamp,1.B.3.NbM033G038E247
248,237441,0,0.43922,0.61176,1,Forest & Woodland,1.B,Temperate & Boreal Forest & Woodland,1.B.3,Temperate Flooded & Swamp Forest,1.B.3.Nb,Southeastern North American Flooded & Swamp Forest,M033,Southern Coastal Plain Basin Swamp & Flatwoods,G038,Coastal Plain Hardwood Basin Swamp,9202,Southern Coastal Plain Nonriverine Basin Swamp - Okefenokee Bay/Gum Modifier,1.B.3.NbM033G038E248
249,143643,0,0.43922,0.61176,1,Forest & Woodland,1.B,Temperate & Boreal Forest & Woodland,1.B.3,Temperate Flooded & Swamp Forest,1.B.3.Nb,Southeastern North American Flooded & Swamp Forest,M033,Southern Coastal Plain Basin Swamp & Flatwoods,G038,Coastal Plain Hardwood Basin Swamp,9203,Southern Coastal Plain Nonriverine Basin Swamp - Okefenokee Pine Modifier,1.B.3.NbM033G038E249
250,1308154,0,0.43922,0.61176,1,Forest & Woodland,1.B,Temperate & Boreal Forest & Woodland,1.B.3,Temperate Flooded & Swamp Forest,1.B.3.Nb,Southeastern North American Flooded & Swamp Forest,M033,Southern Coastal Plain Basin Swamp & Flatwoods,G038,Coastal Plain Hardwood Basin Swamp,9201,Southern Coastal Plain Nonriverine Basin Swamp - Okefenokee Taxodium Modifier,1.B.3.NbM033G038E250
